DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.21-12.45.15, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.496935ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_368, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.032071ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.146683ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_123, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_ShowSkeletalMeshes_40x.uasset, FlushAsyncLoading=0.013258ms, FlushStreamingFunc=0.004701ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.133429ms, TagPackageExports=0.068851ms, BeginCacheForCookedPlatformData=0.058588ms, SerializeImports=0.085104ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.009410ms, SerializeSummary=0.011973ms, SerializeNames=0.033356ms, SerializeGatherableTextData=0.003424ms, BuildExportMap=0.011545ms, SortExportsNonSeekfree=0.003852ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.147112ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001714ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011120ms, SerializeExports=0.038918ms, SerializeBulkData=0.006840ms, AsyncWrite=0.052173ms, UnaccountedTime=0.232216ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_369, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.016253ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.177477ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_124, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset, FlushAsyncLoading=0.017107ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.114612ms, TagPackageExports=0.051748ms, BeginCacheForCookedPlatformData=0.040624ms, SerializeImports=0.059444ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.006843ms, SerializeSummary=0.011548ms, SerializeNames=0.033785ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.012401ms, SortExportsNonSeekfree=0.005987ms, SortExportsSeekfreeConstructor=0.015821ms, SortExportsSeekfreeInner=0.200998ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.021808ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012401ms, SerializeExports=0.053458ms, SerializeBulkData=0.008553ms, AsyncWrite=0.062864ms, UnaccountedTime=0.259586ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_370, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.014111ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.147540ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_125, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/TutorialAssets/Foliage.uasset, FlushAsyncLoading=0.007700ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.104774ms, TagPackageExports=0.051744ms, BeginCacheForCookedPlatformData=0.039775ms, SerializeImports=0.056449ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004701ms, SerializeSummary=0.007272ms, SerializeNames=0.023950ms, SerializeGatherableTextData=0.002135ms, BuildExportMap=0.008553ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.011120ms, SortExportsSeekfreeInner=0.182610ms, SortExportsSeekfree=0.002991ms, BuildDependencyMap=0.021812ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.005562ms, SerializeStringAssetReferenceMap=0.003420ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015825ms, SerializeExports=0.068851ms, SerializeBulkData=0.012401ms, AsyncWrite=0.076979ms, UnaccountedTime=0.217676ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_126, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/StaticMeshEditorTutorial.uasset, FlushAsyncLoading=0.009835ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003424ms, ResetLoadersForSaveUnMarkAllObjects=0.127014ms, TagPackageExports=0.332713ms, BeginCacheForCookedPlatformData=0.004705ms, SerializeImports=0.448607ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.007268ms, SerializeSummary=0.010692ms, SerializeNames=0.113327ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.026941ms, SortExportsNonSeekfree=0.007272ms, SortExportsSeekfreeConstructor=0.011545ms, SortExportsSeekfreeInner=0.526015ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.010692ms, SerializeImportMap=0.005133ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.003424ms, SerializeStringAssetReferenceMap=0.002991ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015825ms, SerializeExports=0.468709ms, SerializeBulkData=0.011545ms, AsyncWrite=0.093654ms, UnaccountedTime=0.171490ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_127, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cube.uasset, FlushAsyncLoading=0.011120ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.143692ms, TagPackageExports=0.047896ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.056025ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004701ms, SerializeSummary=0.007700ms, SerializeNames=0.031646ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.015397ms, SortExportsNonSeekfree=0.006843ms, SortExportsSeekfreeConstructor=0.006840ms, SortExportsSeekfreeInner=0.910047ms, SortExportsSeekfree=0.005130ms, BuildDependencyMap=0.011977ms, SerializeImportMap=0.002995ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018392ms, SerializeExports=0.061579ms, SerializeBulkData=0.008125ms, AsyncWrite=0.060726ms, UnaccountedTime=0.124019ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_128, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.010692ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.115037ms, TagPackageExports=0.173196ms, BeginCacheForCookedPlatformData=0.003852ms, SerializeImports=0.156093ms, GatherLocalizableTextData=0.002563ms, MarkNames=0.005990ms, SerializeSummary=0.007268ms, SerializeNames=0.072274ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.021383ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.574764ms, SortExportsSeekfree=0.006843ms, BuildDependencyMap=0.010692ms, SerializeImportMap=0.003852ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014968ms, SerializeExports=0.290375ms, SerializeBulkData=0.010263ms, AsyncWrite=0.070561ms, UnaccountedTime=0.165928ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_371, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.009410ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.179615ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_129, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.005130ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.121456ms, TagPackageExports=0.061583ms, BeginCacheForCookedPlatformData=0.046186ms, SerializeImports=0.065003ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.005987ms, SerializeSummary=0.009410ms, SerializeNames=0.027798ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.005562ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.260010ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.007700ms, SerializeImportMap=0.001710ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011120ms, SerializeExports=0.040628ms, SerializeBulkData=0.006843ms, AsyncWrite=0.047896ms, UnaccountedTime=0.233926ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_130, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintEditorTutorial.uasset, FlushAsyncLoading=0.009410ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.121880ms, TagPackageExports=0.192016ms, BeginCacheForCookedPlatformData=0.006843ms, SerializeImports=0.130005ms, GatherLocalizableTextData=0.004705ms, MarkNames=0.010692ms, SerializeSummary=0.009835ms, SerializeNames=0.057306ms, SerializeGatherableTextData=0.003424ms, BuildExportMap=0.032071ms, SortExportsNonSeekfree=0.008129ms, SortExportsSeekfreeConstructor=0.011545ms, SortExportsSeekfreeInner=0.479400ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.004705ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.070136ms, SerializeBulkData=0.006840ms, AsyncWrite=0.076123ms, UnaccountedTime=0.159942ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_131, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintMacroLibrariesEditorOverview.uasset, FlushAsyncLoading=0.010692ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004705ms, ResetLoadersForSaveUnMarkAllObjects=0.113755ms, TagPackageExports=0.254452ms, BeginCacheForCookedPlatformData=0.006843ms, SerializeImports=0.150107ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.007696ms, SerializeSummary=0.008982ms, SerializeNames=0.088096ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.029080ms, SortExportsNonSeekfree=0.008125ms, SortExportsSeekfreeConstructor=0.010267ms, SortExportsSeekfreeInner=0.430644ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.024803ms, SerializeImportMap=0.004701ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.003420ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013687ms, SerializeExports=0.134710ms, SerializeBulkData=0.008553ms, AsyncWrite=0.090234ms, UnaccountedTime=0.169352ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_372, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8A9D9D2A48FA9339997AE79343CFD87__6E53AEB85A1CEED333B46798B5D732E0DB5F7973, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.008982ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8A9D9D2A48FA9339997AE79343CFD87__6E53AEB85A1CEED333B46798B5D732E0DB5F7973, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.227515ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_132, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/BlueprintMacroLibrary_64x.uasset, FlushAsyncLoading=0.008982ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.117607ms, TagPackageExports=0.054743ms, BeginCacheForCookedPlatformData=0.040196ms, SerializeImports=0.057735ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.005130ms, SerializeSummary=0.012401ms, SerializeNames=0.024378ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.009835ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.196721ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.012401ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.004277ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016678ms, SerializeExports=0.071418ms, SerializeBulkData=0.012830ms, AsyncWrite=0.075266ms, UnaccountedTime=0.209980ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_133, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_MacroLib.uasset, FlushAsyncLoading=0.008553ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.117175ms, TagPackageExports=3.345959ms, BeginCacheForCookedPlatformData=0.009835ms, SerializeImports=0.033785ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.008125ms, SerializeSummary=0.011548ms, SerializeNames=0.021383ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.026513ms, SortExportsNonSeekfree=0.007272ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.295080ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.010692ms, SerializeImportMap=0.004705ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002991ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015397ms, SerializeExports=0.013687ms, SerializeBulkData=0.008978ms, AsyncWrite=0.088099ms, UnaccountedTime=0.175763ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_134, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintInterfacesEditorOverview.uasset, FlushAsyncLoading=0.014111ms, FlushStreamingFunc=0.005133ms, BlockTillAllRequestsFinished=0.006840ms, ResetLoadersForSaveUnMarkAllObjects=0.142839ms, TagPackageExports=0.130437ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.105631ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.005130ms, SerializeSummary=0.007272ms, SerializeNames=0.061583ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.005558ms, SortExportsSeekfreeConstructor=0.006415ms, SortExportsSeekfreeInner=0.386171ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009835ms, SerializeExports=0.105631ms, SerializeBulkData=0.007268ms, AsyncWrite=0.053030ms, UnaccountedTime=0.127010ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_373, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.09.21-12.45.22, HierarchicalDDC, Duration=0.009406ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.09.21-12.45.22, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.215109ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_135, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/BlueprintInterface_64x.uasset, FlushAsyncLoading=0.009406ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.137277ms, TagPackageExports=0.055168ms, BeginCacheForCookedPlatformData=0.042338ms, SerializeImports=0.065427ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005987ms, SerializeSummary=0.008982ms, SerializeNames=0.035066ms, SerializeGatherableTextData=0.007696ms, BuildExportMap=0.012405ms, SortExportsNonSeekfree=0.005130ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.257876ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002995ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015393ms, SerializeExports=0.074841ms, SerializeBulkData=0.013683ms, AsyncWrite=0.068426ms, UnaccountedTime=0.226654ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_136, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_Interface.uasset, FlushAsyncLoading=0.009410ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.084676ms, TagPackageExports=0.230078ms, BeginCacheForCookedPlatformData=0.006843ms, SerializeImports=0.032075ms, GatherLocalizableTextData=0.004701ms, MarkNames=0.007700ms, SerializeSummary=0.008978ms, SerializeNames=0.014968ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.021383ms, SortExportsNonSeekfree=0.006415ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.110760ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010692ms, SerializeExports=0.009410ms, SerializeBulkData=0.006415ms, AsyncWrite=0.046186ms, UnaccountedTime=0.156522ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_137, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/LevelBlueprintEditorOverview.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.109054ms, TagPackageExports=0.156522ms, BeginCacheForCookedPlatformData=0.004705ms, SerializeImports=0.118885ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005987ms, SerializeSummary=0.006843ms, SerializeNames=0.089806ms, SerializeGatherableTextData=0.005558ms, BuildExportMap=0.047471ms, SortExportsNonSeekfree=0.012830ms, SortExportsSeekfreeConstructor=0.014968ms, SortExportsSeekfreeInner=0.529863ms, SortExportsSeekfree=0.005558ms, BuildDependencyMap=0.010692ms, SerializeImportMap=0.005562ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016250ms, SerializeExports=0.151388ms, SerializeBulkData=0.010263ms, AsyncWrite=0.082109ms, UnaccountedTime=0.177477ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_138, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.118461ms, TagPackageExports=0.521738ms, BeginCacheForCookedPlatformData=0.007268ms, SerializeImports=0.627369ms, GatherLocalizableTextData=0.005558ms, MarkNames=0.008125ms, SerializeSummary=0.011548ms, SerializeNames=0.120170ms, SerializeGatherableTextData=0.004277ms, BuildExportMap=0.026941ms, SortExportsNonSeekfree=0.008982ms, SortExportsSeekfreeConstructor=0.011548ms, SortExportsSeekfreeInner=0.643615ms, SortExportsSeekfree=0.005133ms, BuildDependencyMap=0.011545ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.010263ms, SerializeStringAssetReferenceMap=0.004277ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017107ms, SerializeExports=0.445612ms, SerializeBulkData=0.010692ms, AsyncWrite=0.091091ms, UnaccountedTime=0.172772ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
